spec,regressor,beta,hac_se,t,p,label,n,r2,adj_r2
lag1_only,const,0.00040707141023940593,0.0008366287811704166,0.48656156637347114,0.626569065590747,lag1_only,821,0.0007287386331324974,-0.0004913727971078696
lag1_only,btc_etf_intensity_lag1,0.20121261439000454,0.26584108079625507,0.756890597146711,0.4491154091349058,lag1_only,821,0.0007287386331324974,-0.0004913727971078696
lag1_plus_controls,const,-2.4111726293682687e-05,0.000762904535894429,-0.03160516835230781,0.9747869217012698,lag1_plus_controls,821,0.14295265625404519,0.13980560358423144
lag1_plus_controls,btc_etf_intensity_lag1,0.28279238914550525,0.2511719999384459,1.1258913780788005,0.26021149925647635,lag1_plus_controls,821,0.14295265625404519,0.13980560358423144
lag1_plus_controls,spy_ret,0.9147490904699044,0.21309820401355126,4.292617550224563,1.7657901098124835e-05,lag1_plus_controls,821,0.14295265625404519,0.13980560358423144
lag1_plus_controls,VIXCLS_d1,-0.0024161180884525175,0.0011705215385235995,-2.064138086258551,0.039004625758890014,lag1_plus_controls,821,0.14295265625404519,0.13980560358423144
contemp_plus_lag1,const,-0.0012250777671087916,0.0006403839287474207,-1.9130364022486033,0.05574339243121342,contemp_plus_lag1,820,0.2508736881528302,0.24719699459775202
contemp_plus_lag1,btc_etf_intensity,2.8570610057004924,0.29707219540590696,9.617396208341626,6.751863032789581e-22,contemp_plus_lag1,820,0.2508736881528302,0.24719699459775202
contemp_plus_lag1,btc_etf_intensity_lag1,-0.976577473247797,0.2605285560975837,-3.7484469567397816,0.00017793295800879597,contemp_plus_lag1,820,0.2508736881528302,0.24719699459775202
contemp_plus_lag1,spy_ret,0.5081835033969714,0.19593243499736632,2.59366706387231,0.009495839217371498,contemp_plus_lag1,820,0.2508736881528302,0.24719699459775202
contemp_plus_lag1,VIXCLS_d1,-0.0030676842726285597,0.0010588004987744477,-2.8973203886656433,0.003763651779838231,contemp_plus_lag1,820,0.2508736881528302,0.24719699459775202
